    CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINECODE,INSPDATE,ACTION,VIOLCODE,SCORE,CURRENTGRADE,GRADEDATE,RECORDDATE
40367189,BROOME STREET BAR,1,363,WEST BROADWAY,10013,2129252086,03,2013-08-05 00:00:00,D,02G,7,A,2013-08-05 00:00:00,2014-09-04 06:01:28.403000000
40367870,AMORE PIZZERIA & RESTAURANT,4,30-27,STRATTON STREET,11354,7184450579,63,2014-07-03 00:00:00,D,08A,10,A,2014-07-03 00:00:00,2014-09-04 06:01:28.403000000
40368021,AFRICAN TERRACE,2,2300,SOUTHERN BOULEVARD,10460,7182207937,02,2014-05-21 00:00:00,D,04J,8,A,2014-05-21 00:00:00,2014-09-04 06:01:28.403000000
40368034,ROADHOUSE RESTAURANT,5,1402,CLOVE ROAD,10301,7184470033,48,2014-08-20 00:00:00,U,02G,22,Z,2014-08-20 00:00:00,2014-09-04 06:01:28.403000000
40368034,ROADHOUSE RESTAURANT,5,1402,CLOVE ROAD,10301,7184470033,48,2014-08-20 00:00:00,U,04A,22,Z,2014-08-20 00:00:00,2014-09-04 06:01:28.403000000
40367407,JOHN'S RESTAURANT,1,302,EAST 12 STREET,10003,2124759531,48,2014-07-22 00:00:00,D,10F,3,A,2014-07-22 00:00:00,2014-09-04 06:01:28.403000000
40367442,BUDDY'S WONDER BAR,5,17,HARRISON AVENUE,10302,7184429768,03,2014-07-22 00:00:00,U,08A,15,B,2014-07-22 00:00:00,2014-09-04 06:01:28.403000000
40367481,THE ASSEMBLY BAR,4,7302,COOPER AVENUE,11385,7188219359,03,2014-02-15 00:00:00,D,10A,4,A,2014-02-15 00:00:00,2014-09-04 06:01:28.403000000
40367442,BUDDY'S WONDER BAR,5,17,HARRISON AVENUE,10302,7184429768,03,2014-07-22 00:00:00,U,02G,15,B,2014-07-22 00:00:00,2014-09-04 06:01:28.403000000
40367481,THE ASSEMBLY BAR,4,7302,COOPER AVENUE,11385,7188219359,03,2014-02-15 00:00:00,D,10B,4,A,2014-02-15 00:00:00,2014-09-04 06:01:28.403000000
40367795,EL GRECO DINER,3,1821,EMMONS AVENUE,11235,7189341288,38,2014-06-16 00:00:00,D,02G,10,A,2014-06-16 00:00:00,2014-09-04 06:01:28.403000000
40367797,ONE IF BY LAND TWO IF BY SEA,1,17,BARROW STREET,10014,2122558649,72,2014-08-19 00:00:00,F,02G,39,Z,2014-08-19 00:00:00,2014-09-04 06:01:28.403000000
40367241,JG MELON RESTAURANT,1,1291,3 AVENUE,10021,2127440585,03,2014-02-18 00:00:00,U,04H,24,B,2014-02-18 00:00:00,2014-09-04 06:01:28.403000000
40368291,COLONNADE DINER,5,2001,HYLAN BOULEVARD,10306,7183512900,03,2014-03-20 00:00:00,U,10F,8,A,2014-03-20 00:00:00,2014-09-04 06:01:28.403000000
40368318,MAGGIES PLACE,1,21,EAST 47 STREET,10017,2127535757,03,2014-07-07 00:00:00,D,10F,12,A,2014-07-07 00:00:00,2014-09-04 06:01:28.403000000
40368025,BEAVER POND,2,2300,SOUTHERN BOULEVARD,10460,7182207731,03,2014-05-21 00:00:00,D,10F,11,A,2014-05-21 00:00:00,2014-09-04 06:01:28.403000000
40368157,ELEPHANT & CASTLE,1,68,GREENWICH AVENUE,10011,2122431400,03,2014-06-20 00:00:00,D,02B,9,A,2014-06-20 00:00:00,2014-09-04 06:01:28.403000000
40366938,LULU'S COFFEE SHOP,2,1191,CASTLE HILL AVENUE,10462,7188223568,14,2014-07-03 00:00:00,D,10F,12,A,2014-07-03 00:00:00,2014-09-04 06:01:28.403000000
40369017,PALM TOO,1,840,2 AVENUE,10017,2126975198,03,2014-03-31 00:00:00,D,06A,11,A,2014-03-31 00:00:00,2014-09-04 06:01:28.403000000
40369087,BLUE BAY RESTAURANT,2,3533,JOHNSON AVENUE,10463,7188846476,03,2014-02-20 00:00:00,D,02G,12,A,2014-02-20 00:00:00,2014-09-04 06:01:28.403000000
40369111,THE HYTES BAR,3,1082,ST JOHNS PLACE,11213,7187789564,03,2014-06-18 00:00:00,D,04L,11,A,2014-06-18 00:00:00,2014-09-04 06:01:28.403000000
40367544,MALAGA RESTAURANT,1,406,EAST 73 STREET,10021,2127377659,77,2014-07-30 00:00:00,U,04L,17,Z,2014-07-30 00:00:00,2014-09-04 06:01:28.403000000
40367728,MIMIS RESTAURANT & BAR,1,984,SECOND AVENUE,10022,2126884692,48,2014-05-20 00:00:00,U,10D,13,A,2014-05-20 00:00:00,2014-09-04 06:01:28.403000000
40367752,GRIFFIS FACULTY CLUB,1,521,EAST 68 STREET,10065,2127466100,03,2014-06-10 00:00:00,D,08C,12,A,2014-06-10 00:00:00,2014-09-04 06:01:28.403000000
40368291,COLONNADE DINER,5,2001,HYLAN BOULEVARD,10306,7183512900,03,2014-03-20 00:00:00,U,02B,8,A,2014-03-20 00:00:00,2014-09-04 06:01:28.403000000
40368338,BRADY'S BAR,1,1583,2 AVENUE,10028,2128616070,03,2014-02-28 00:00:00,D,04L,11,A,2014-02-28 00:00:00,2014-09-04 06:01:28.403000000
40368555,IL CORTILE RESTAURANT,1,123,MULBERRY STREET,10013,2122266060,48,2013-10-21 00:00:00,D,10F,10,A,2013-10-21 00:00:00,2014-09-04 06:01:28.403000000
40366961,MITCHELL'S RESTAURANT,3,617,VANDERBILT AVENUE,11238,7187893212,73,2014-08-28 00:00:00,D,10F,9,A,2014-08-28 00:00:00,2014-09-04 06:01:28.403000000
40369165,REIF'S TAVERN,1,302,EAST 92 STREET,10128,2124260519,03,2014-06-15 00:00:00,U,04K,13,A,2014-06-15 00:00:00,2014-09-04 06:01:28.403000000
40369262,JOHN'S PIZZERIA,4,8502,GRAND AVENUE,11373,7184577561,62,2013-10-05 00:00:00,D,08A,13,A,2013-10-05 00:00:00,2014-09-04 06:01:28.403000000
40369287,TWO STEPS DOWN,3,240,DE KALB AVENUE,11205,7183992020,03,2013-12-20 00:00:00,U,02B,24,B,2013-12-20 00:00:00,2014-09-04 06:01:28.403000000
40367570,NI-NI'S CAFE,5,710,NEW DORP LANE,10306,7183519024,48,2014-06-04 00:00:00,D,06C,11,A,2014-06-04 00:00:00,2014-09-04 06:01:28.403000000
40367677,CAPITOL RESTAURANT,1,4933,BROADWAY,10034,2129425090,03,2014-07-24 00:00:00,D,10F,13,A,2014-07-24 00:00:00,2014-09-04 06:01:28.403000000
40367749,LENNY'S CLAM BAR,4,16103,CROSSBAY BOULEVARD,11414,7188455100,72,2014-03-26 00:00:00,D,06C,12,A,2014-03-26 00:00:00,2014-09-04 06:01:28.403000000
40367797,ONE IF BY LAND TWO IF BY SEA,1,17,BARROW STREET,10014,2122558649,72,2014-08-19 00:00:00,F,04N,39,Z,2014-08-19 00:00:00,2014-09-04 06:01:28.403000000
40367797,ONE IF BY LAND TWO IF BY SEA,1,17,BARROW STREET,10014,2122558649,72,2014-08-19 00:00:00,F,10B,39,Z,2014-08-19 00:00:00,2014-09-04 06:01:28.403000000
40367829,MCDONALD'S,4,75-50,101 AVENUE,11416,7188451010,39,2014-05-15 00:00:00,D,06C,7,A,2014-05-15 00:00:00,2014-09-04 06:01:28.403000000
40367860,LB SPUMONI GARDENS,3,2725,86 STREET,11223,7184491230,63,2014-07-16 00:00:00,D,10F,7,A,2014-07-16 00:00:00,2014-09-04 06:01:28.403000000
40367420,GRASSROOT TAVERN,1,20,ST MARKS PLACE,10003,2122602876,03,2014-06-19 00:00:00,U,04L,13,A,2014-06-19 00:00:00,2014-09-04 06:01:28.403000000
40368346,DA SILVANO RESTAURANT,1,260,6 AVENUE,10014,2129822343,48,2014-08-21 00:00:00,D,08A,13,A,2014-08-21 00:00:00,2014-09-04 06:01:28.403000000
40369400,WHITE HORSE TAVERN,1,25,BRIDGE STREET,10004,2126689046,03,2014-08-20 00:00:00,D,10B,12,A,2014-08-20 00:00:00,2014-09-04 06:01:28.403000000
40369400,WHITE HORSE TAVERN,1,25,BRIDGE STREET,10004,2126689046,03,2014-08-20 00:00:00,D,10F,12,A,2014-08-20 00:00:00,2014-09-04 06:01:28.403000000
40369418,CAFFE REGGIO,1,119,MAC DOUGAL STREET,10012,2124759557,14,2014-07-22 00:00:00,D,06C,12,A,2014-07-22 00:00:00,2014-09-04 06:01:28.403000000
40369418,CAFFE REGGIO,1,119,MAC DOUGAL STREET,10012,2124759557,14,2014-07-22 00:00:00,D,10B,12,A,2014-07-22 00:00:00,2014-09-04 06:01:28.403000000
40368752,RAOULS,1,180,PRINCE STREET,10012,2129663518,35,2014-02-25 00:00:00,D,10B,6,A,2014-02-25 00:00:00,2014-09-04 06:01:28.403000000
40368752,RAOULS,1,180,PRINCE STREET,10012,2129663518,35,2014-02-25 00:00:00,D,10F,6,A,2014-02-25 00:00:00,2014-09-04 06:01:28.403000000
40367766,GRAY'S PAPAYA,1,2080,BROADWAY,10023,2127990243,41,2014-02-18 00:00:00,D,08B,7,A,2014-02-18 00:00:00,2014-09-04 06:01:28.403000000
40367790,MCDONALD'S,3,943,FLATBUSH AVENUE,11226,7186935353,39,2013-11-18 00:00:00,D,10F,12,A,2013-11-18 00:00:00,2014-09-04 06:01:28.403000000
40367797,ONE IF BY LAND TWO IF BY SEA,1,17,BARROW STREET,10014,2122558649,72,2014-08-19 00:00:00,F,04H,39,Z,2014-08-19 00:00:00,2014-09-04 06:01:28.403000000
40367797,ONE IF BY LAND TWO IF BY SEA,1,17,BARROW STREET,10014,2122558649,72,2014-08-19 00:00:00,F,06D,39,Z,2014-08-19 00:00:00,2014-09-04 06:01:28.403000000
40368207,MILL BASIN KOSHER DELI,3,5823,AVENUE T,11234,7182414910,50,2014-05-08 00:00:00,D,04L,11,A,2014-05-08 00:00:00,2014-09-04 06:01:28.403000000
40368223,OYSTER BAR,1,,GRAND CENTRAL TERMINAL,10017,2124906650,72,2014-03-31 00:00:00,D,02H,13,A,2014-03-31 00:00:00,2014-09-04 06:01:28.403000000
40368271,CHERRY TAVERN,1,441,EAST 6 STREET,10009,2127771448,03,2014-04-03 00:00:00,U,06D,15,B,2014-04-03 00:00:00,2014-09-04 06:01:28.403000000
40368271,CHERRY TAVERN,1,441,EAST 6 STREET,10009,2127771448,03,2014-04-03 00:00:00,U,08A,15,B,2014-04-03 00:00:00,2014-09-04 06:01:28.403000000
40368577,DENNY'S PUB,3,106,BEVERLY ROAD,11218,7184352156,03,2013-11-22 00:00:00,D,10F,8,A,2013-11-22 00:00:00,2014-09-04 06:01:28.403000000
40368897,HATSUHANA RESTAURANT,1,17,EAST 48 STREET,10017,2123553345,49,2014-05-13 00:00:00,U,06D,12,A,2014-05-13 00:00:00,2014-09-04 06:01:28.403000000
40369012,VALENTINO'S PIZZA,4,7147,KISSENA BOULEVARD,11367,7185916464,63,2014-05-13 00:00:00,U,02G,19,B,2014-05-13 00:00:00,2014-09-04 06:01:28.403000000
40369482,ARMANDO'S PIZZA,3,1366,PENNSYLVANIA AVENUE,11239,7186428253,62,2014-03-01 00:00:00,U,02H,25,B,2014-03-01 00:00:00,2014-09-04 06:01:28.403000000
40369580,EL POTE ESPANOL,1,718,2 AVENUE,10016,2128896680,53,2013-09-10 00:00:00,D,10F,7,A,2013-09-10 00:00:00,2014-09-04 06:01:28.403000000
40367420,GRASSROOT TAVERN,1,20,ST MARKS PLACE,10003,2122602876,03,2014-06-19 00:00:00,U,04H,13,A,2014-06-19 00:00:00,2014-09-04 06:01:28.403000000
40368018,TERRACE CAFE,2,2300,SOUTHERN BOULEVARD,10460,7182205069,14,2014-05-21 00:00:00,D,02G,8,A,2014-05-21 00:00:00,2014-09-04 06:01:28.403000000
40368025,BEAVER POND,2,2300,SOUTHERN BOULEVARD,10460,7182207731,03,2014-05-21 00:00:00,D,04J,11,A,2014-05-21 00:00:00,2014-09-04 06:01:28.403000000
40368313,RED FLAME DINER,1,67,WEST 44 STREET,10036,2128693965,03,2014-05-16 00:00:00,D,10F,10,A,2014-05-16 00:00:00,2014-09-04 06:01:28.403000000
40367715,LA BONNE SOUPE BISTRO,1,48,WEST 55 STREET,10019,2125867650,35,2014-05-15 00:00:00,D,10F,9,A,2014-05-15 00:00:00,2014-09-04 06:01:28.403000000
40367749,LENNY'S CLAM BAR,4,16103,CROSSBAY BOULEVARD,11414,7188455100,72,2014-03-26 00:00:00,D,06D,12,A,2014-03-26 00:00:00,2014-09-04 06:01:28.403000000
40367749,LENNY'S CLAM BAR,4,16103,CROSSBAY BOULEVARD,11414,7188455100,72,2014-03-26 00:00:00,D,10F,12,A,2014-03-26 00:00:00,2014-09-04 06:01:28.403000000
40367752,GRIFFIS FACULTY CLUB,1,521,EAST 68 STREET,10065,2127466100,03,2014-06-10 00:00:00,D,02B,12,A,2014-06-10 00:00:00,2014-09-04 06:01:28.403000000
40369017,PALM TOO,1,840,2 AVENUE,10017,2126975198,03,2014-03-31 00:00:00,D,10B,11,A,2014-03-31 00:00:00,2014-09-04 06:01:28.403000000
40369017,PALM TOO,1,840,2 AVENUE,10017,2126975198,03,2014-03-31 00:00:00,D,10F,11,A,2014-03-31 00:00:00,2014-09-04 06:01:28.403000000
40369111,THE HYTES BAR,3,1082,ST JOHNS PLACE,11213,7187789564,03,2014-06-18 00:00:00,D,08A,11,A,2014-06-18 00:00:00,2014-09-04 06:01:28.403000000
40368725,CAFE RIAZOR,1,245,WEST 16 STREET,10011,2127272132,77,2014-02-20 00:00:00,D,10H,12,A,2014-02-20 00:00:00,2014-09-04 06:01:28.403000000
40369608,THE RIVER CAFE,3,1,WATER STREET,11201,7185225200,03,2014-06-25 00:00:00,D,06F,10,A,2014-06-25 00:00:00,2014-09-04 06:01:28.403000000
40369608,THE RIVER CAFE,3,1,WATER STREET,11201,7185225200,03,2014-06-25 00:00:00,D,09C,10,A,2014-06-25 00:00:00,2014-09-04 06:01:28.403000000
40369608,THE RIVER CAFE,3,1,WATER STREET,11201,7185225200,03,2014-06-25 00:00:00,D,10J,10,A,2014-06-25 00:00:00,2014-09-04 06:01:28.403000000
40369619,MUDVILLE SALOON,1,126,CHAMBERS STREET,10007,2129640946,03,2014-03-11 00:00:00,D,02G,9,A,2014-03-11 00:00:00,2014-09-04 06:01:28.403000000
40369619,MUDVILLE SALOON,1,126,CHAMBERS STREET,10007,2129640946,03,2014-03-11 00:00:00,D,10F,9,A,2014-03-11 00:00:00,2014-09-04 06:01:28.403000000
40369641,JOHNNY'S REEF RESTAURANT,2,2,CITY ISLAND AVE,10464,7188852086,72,2014-05-17 00:00:00,D,06E,13,A,2014-05-17 00:00:00,2014-09-04 06:01:28.403000000
40369667,WHITE CASTLE,3,846,EMPIRE BOULEVARD,11213,7187563377,39,2014-03-06 00:00:00,D,08A,10,A,2014-03-06 00:00:00,2014-09-04 06:01:28.403000000
40369724,MCDONALD'S,4,106-15,71 AVENUE,11375,7187938181,39,2014-01-10 00:00:00,D,04L,11,A,2014-01-10 00:00:00,2014-09-04 06:01:28.403000000
40367540,PICCOLA VENEZIA,4,42-01,28 AVENUE,11103,7187218470,48,2014-04-03 00:00:00,U,08A,11,A,2014-04-03 00:00:00,2014-09-04 06:01:28.403000000
40367728,MIMIS RESTAURANT & BAR,1,984,SECOND AVENUE,10022,2126884692,48,2014-05-20 00:00:00,U,02G,13,A,2014-05-20 00:00:00,2014-09-04 06:01:28.403000000
40369165,REIF'S TAVERN,1,302,EAST 92 STREET,10128,2124260519,03,2014-06-15 00:00:00,U,04N,13,A,2014-06-15 00:00:00,2014-09-04 06:01:28.403000000
40368370,BENJAMIN,1,603,2 AVENUE,10016,2128890750,03,2014-06-17 00:00:00,D,10F,12,A,2014-06-17 00:00:00,2014-09-04 06:01:28.403000000
40368374,JIMMY'S CORNER,1,140,WEST 44 STREET,10036,2122219510,03,2014-07-05 00:00:00,U,04H,27,B,2014-07-05 00:00:00,2014-09-04 06:01:28.403000000
40368526,FROST RESTAURANT,3,193,FROST STREET,11211,7183893347,48,2014-03-13 00:00:00,D,04L,10,A,2014-03-13 00:00:00,2014-09-04 06:01:28.403000000
40368552,SAMMY'S STEAKHOUSE,1,155157,CHRISTIE ST.,10002,2126730330,78,2013-09-24 00:00:00,D,06C,7,A,2013-09-24 00:00:00,2014-09-04 06:01:28.403000000
40367766,GRAY'S PAPAYA,1,2080,BROADWAY,10023,2127990243,41,2014-02-18 00:00:00,D,10F,7,A,2014-02-18 00:00:00,2014-09-04 06:01:28.403000000
40367790,MCDONALD'S,3,943,FLATBUSH AVENUE,11226,7186935353,39,2013-11-18 00:00:00,D,06E,12,A,2013-11-18 00:00:00,2014-09-04 06:01:28.403000000
40367797,ONE IF BY LAND TWO IF BY SEA,1,17,BARROW STREET,10014,2122558649,72,2014-08-19 00:00:00,F,08A,39,Z,2014-08-19 00:00:00,2014-09-04 06:01:28.403000000
40367797,ONE IF BY LAND TWO IF BY SEA,1,17,BARROW STREET,10014,2122558649,72,2014-08-19 00:00:00,F,10F,39,Z,2014-08-19 00:00:00,2014-09-04 06:01:28.403000000
40369753,VIAND CAFE,1,1011,MADISON AVENUE,10075,2122498250,03,2014-05-02 00:00:00,D,04L,10,A,2014-05-02 00:00:00,2014-09-04 06:01:28.403000000
40367797,ONE IF BY LAND TWO IF BY SEA,1,17,BARROW STREET,10014,2122558649,72,2014-08-19 00:00:00,F,08C,39,Z,2014-08-19 00:00:00,2014-09-04 06:01:28.403000000
40367829,MCDONALD'S,4,75-50,101 AVENUE,11416,7188451010,39,2014-05-15 00:00:00,D,10F,7,A,2014-05-15 00:00:00,2014-09-04 06:01:28.403000000
40368374,JIMMY'S CORNER,1,140,WEST 44 STREET,10036,2122219510,03,2014-07-05 00:00:00,U,04A,27,B,2014-07-05 00:00:00,2014-09-04 06:01:28.403000000
40368374,JIMMY'S CORNER,1,140,WEST 44 STREET,10036,2122219510,03,2014-07-05 00:00:00,U,10F,27,B,2014-07-05 00:00:00,2014-09-04 06:01:28.403000000
40368581,MARIES CRISIS CAFE,1,59,GROVE STREET,10014,2122439323,03,2014-04-22 00:00:00,D,10A,9,A,2014-04-22 00:00:00,2014-09-04 06:01:28.403000000
40368632,NEW PARKWAY RESTAURANT,3,7504,13 AVENUE,11228,7187454371,03,2014-06-05 00:00:00,D,04H,12,A,2014-06-05 00:00:00,2014-09-04 06:01:28.403000000
40367870,AMORE PIZZERIA & RESTAURANT,4,30-27,STRATTON STREET,11354,7184450579,63,2014-07-03 00:00:00,D,04N,10,A,2014-07-03 00:00:00,2014-09-04 06:01:28.403000000
40368065,FORD FOUNDATION CAFETERIA,1,320,EAST 43 STREET,10017,2125734648,03,2014-04-07 00:00:00,D,06C,9,A,2014-04-07 00:00:00,2014-09-04 06:01:28.403000000
40369016,VIAND COFFEE SHOP,1,673,MADISON AVENUE,10065,2127516622,38,2014-04-14 00:00:00,F,04D,29,Z,2014-04-14 00:00:00,2014-09-04 06:01:28.403000000
40369016,VIAND COFFEE SHOP,1,673,MADISON AVENUE,10065,2127516622,38,2014-04-14 00:00:00,F,06C,29,Z,2014-04-14 00:00:00,2014-09-04 06:01:28.403000000
40369016,VIAND COFFEE SHOP,1,673,MADISON AVENUE,10065,2127516622,38,2014-04-14 00:00:00,F,10F,29,Z,2014-04-14 00:00:00,2014-09-04 06:01:28.403000000
40369641,JOHNNY'S REEF RESTAURANT,2,2,CITY ISLAND AVE,10464,7188852086,72,2014-05-17 00:00:00,D,06C,13,A,2014-05-17 00:00:00,2014-09-04 06:01:28.403000000
40369857,CAPTAIN'S KETCH,1,70,PINE STREET,10270,2124221965,03,2014-03-26 00:00:00,U,06E,23,B,2014-03-26 00:00:00,2014-09-04 06:01:28.403000000
40369857,CAPTAIN'S KETCH,1,70,PINE STREET,10270,2124221965,03,2014-03-26 00:00:00,U,09B,23,B,2014-03-26 00:00:00,2014-09-04 06:01:28.403000000
40369895,P & K'S GRILL,2,170,WEST 231 STREET,10463,3476207880,03,2014-04-23 00:00:00,D,04L,12,A,2014-04-23 00:00:00,2014-09-04 06:01:28.403000000
40367841,FIORELLOS,1,1900,BROADWAY,10023,2125955330,48,2014-04-01 00:00:00,D,10F,2,A,2014-04-01 00:00:00,2014-09-04 06:01:28.403000000
40368022,COOL ZONE,2,2300,SOUTHERN BOULEVARD,10460,7182205069,03,2014-05-21 00:00:00,D,10F,2,A,2014-05-21 00:00:00,2014-09-04 06:01:28.403000000
40368725,CAFE RIAZOR,1,245,WEST 16 STREET,10011,2127272132,77,2014-02-20 00:00:00,D,06C,12,A,2014-02-20 00:00:00,2014-09-04 06:01:28.403000000
40368763,THE BROOK,1,111,EAST 54 STREET,10022,2127537020,03,2014-02-07 00:00:00,U,08A,10,A,2014-02-07 00:00:00,2014-09-04 06:01:28.403000000
40368207,MILL BASIN KOSHER DELI,3,5823,AVENUE T,11234,7182414910,50,2014-05-08 00:00:00,D,04M,11,A,2014-05-08 00:00:00,2014-09-04 06:01:28.403000000
40368271,CHERRY TAVERN,1,441,EAST 6 STREET,10009,2127771448,03,2014-04-03 00:00:00,U,04N,15,B,2014-04-03 00:00:00,2014-09-04 06:01:28.403000000
40368346,DA SILVANO RESTAURANT,1,260,6 AVENUE,10014,2129822343,48,2014-08-21 00:00:00,D,04K,13,A,2014-08-21 00:00:00,2014-09-04 06:01:28.403000000
40368346,DA SILVANO RESTAURANT,1,260,6 AVENUE,10014,2129822343,48,2014-08-21 00:00:00,D,04N,13,A,2014-08-21 00:00:00,2014-09-04 06:01:28.403000000
40369669,WHITE CASTLE,2,2701,BOSTON POST ROAD,10467,7182314978,39,2014-05-28 00:00:00,D,04H,9,A,2014-05-28 00:00:00,2014-09-04 06:01:28.403000000
40369165,REIF'S TAVERN,1,302,EAST 92 STREET,10128,2124260519,03,2014-06-15 00:00:00,U,04L,13,A,2014-06-15 00:00:00,2014-09-04 06:01:28.403000000
40369165,REIF'S TAVERN,1,302,EAST 92 STREET,10128,2124260519,03,2014-06-15 00:00:00,U,06D,13,A,2014-06-15 00:00:00,2014-09-04 06:01:28.403000000
40369213,WHITESTONE LANES,4,3005,WHITESTONE EXPRESSWAY,11354,7183536300,03,2014-02-18 00:00:00,U,05D,10,A,2014-02-18 00:00:00,2014-09-04 06:01:28.403000000
40369928,REME RESTAURANT,1,4021,BROADWAY,10032,2129235452,03,2014-05-23 00:00:00,U,06D,3,A,2014-05-23 00:00:00,2014-09-04 06:01:28.403000000
40369940,THE NEW AMITY RESTAURANT,1,1134,MADISON AVENUE,10028,2128613255,03,2014-08-21 00:00:00,D,06C,12,A,2014-08-21 00:00:00,2014-09-04 06:01:28.403000000
40369958,SPARKS STEAK HOUSE,1,210,EAST 46 STREET,10017,2126874855,78,2014-03-17 00:00:00,D,10F,9,A,2014-03-17 00:00:00,2014-09-04 06:01:28.403000000
40368026,AFRICAN MARKET (BABOON CAFE),2,2300,SOUTHERN BOULEVARD,10460,7187336858,03,2014-05-21 00:00:00,D,06D,5,A,2014-05-21 00:00:00,2014-09-04 06:01:28.403000000
40368034,ROADHOUSE RESTAURANT,5,1402,CLOVE ROAD,10301,7184470033,48,2014-08-20 00:00:00,U,10B,22,Z,2014-08-20 00:00:00,2014-09-04 06:01:28.403000000
40368157,ELEPHANT & CASTLE,1,68,GREENWICH AVENUE,10011,2122431400,03,2014-06-20 00:00:00,D,10D,9,A,2014-06-20 00:00:00,2014-09-04 06:01:28.403000000
40368207,MILL BASIN KOSHER DELI,3,5823,AVENUE T,11234,7182414910,50,2014-05-08 00:00:00,D,08A,11,A,2014-05-08 00:00:00,2014-09-04 06:01:28.403000000
40368223,OYSTER BAR,1,,GRAND CENTRAL TERMINAL,10017,2124906650,72,2014-03-31 00:00:00,D,10B,13,A,2014-03-31 00:00:00,2014-09-04 06:01:28.403000000
40368223,OYSTER BAR,1,,GRAND CENTRAL TERMINAL,10017,2124906650,72,2014-03-31 00:00:00,D,10F,13,A,2014-03-31 00:00:00,2014-09-04 06:01:28.403000000
40369782,MCDONALD'S,3,701,UTICA AVENUE,11203,7187780023,39,2014-06-09 00:00:00,D,08A,13,A,2014-06-09 00:00:00,2014-09-04 06:01:28.403000000
40369810,PETE'S TAVERN,1,129,EAST 18 STREET,10003,2124737676,03,2014-04-15 00:00:00,D,06D,13,A,2014-04-15 00:00:00,2014-09-04 06:01:28.403000000
40369810,PETE'S TAVERN,1,129,EAST 18 STREET,10003,2124737676,03,2014-04-15 00:00:00,D,06E,13,A,2014-04-15 00:00:00,2014-09-04 06:01:28.403000000
40368801,MARBELLA RESTAURANT,4,22033,NORTHERN BOULEVARD,11361,7184230100,53,2014-03-12 00:00:00,D,06F,10,A,2014-03-12 00:00:00,2014-09-04 06:01:28.403000000
40368971,LA MANGEOIRE,1,1008,2 AVENUE,10022,2127597086,35,2014-02-04 00:00:00,D,10B,11,A,2014-02-04 00:00:00,2014-09-04 06:01:28.403000000
40369287,TWO STEPS DOWN,3,240,DE KALB AVENUE,11205,7183992020,03,2013-12-20 00:00:00,U,08A,24,B,2013-12-20 00:00:00,2014-09-04 06:01:28.403000000
40369299,SEASHORE RESTAURANT,2,591,CITY ISLAND AVE,10464,7188850300,72,2014-06-07 00:00:00,D,06D,12,A,2014-06-07 00:00:00,2014-09-04 06:01:28.403000000
40369311,COZY CABIN,4,92-03,ASTORIA BOULEVARD,11369,3476004363,03,2014-03-23 00:00:00,D,04L,10,A,2014-03-23 00:00:00,2014-09-04 06:01:28.403000000
40368555,IL CORTILE RESTAURANT,1,123,MULBERRY STREET,10013,2122266060,48,2013-10-21 00:00:00,D,06C,10,A,2013-10-21 00:00:00,2014-09-04 06:01:28.403000000
40368555,IL CORTILE RESTAURANT,1,123,MULBERRY STREET,10013,2122266060,48,2013-10-21 00:00:00,D,10D,10,A,2013-10-21 00:00:00,2014-09-04 06:01:28.403000000
40369857,CAPTAIN'S KETCH,1,70,PINE STREET,10270,2124221965,03,2014-03-26 00:00:00,U,02G,23,B,2014-03-26 00:00:00,2014-09-04 06:01:28.403000000
40369857,CAPTAIN'S KETCH,1,70,PINE STREET,10270,2124221965,03,2014-03-26 00:00:00,U,04H,23,B,2014-03-26 00:00:00,2014-09-04 06:01:28.403000000
40369857,CAPTAIN'S KETCH,1,70,PINE STREET,10270,2124221965,03,2014-03-26 00:00:00,U,10F,23,B,2014-03-26 00:00:00,2014-09-04 06:01:28.403000000
40369869,JIM BRADY'S RESTAURANT,1,75,MAIDEN LANE,10038,2124251300,47,2014-01-30 00:00:00,D,10F,2,A,2014-01-30 00:00:00,2014-09-04 06:01:28.403000000
40369878,VILLA MOSCONI RESTAURANT,1,69,MACDOUGAL STREET,10012,2126730390,48,2014-04-07 00:00:00,D,06E,8,A,2014-04-07 00:00:00,2014-09-04 06:01:28.403000000
